skill_id,codename,name,short_name,category,n_levels,level_1,level_2,level_3,level_4,level_5,param,text_source,computation,n_modifiers,mod_summary
parasiticbond,ParasiticBond,Parasitic Bond,Prstc Bond,enemy,1,"Transfers 75% of taken damage to target as piercing Dark damage, steals 90% of healing received, and steals free turns earned.",-,-,-,-,[0.05;0.07;0.3;0.5;0.6;0.7;0.8;1.0],json,base_skill,1,damage×1
patenteduse,PatentedUse,Patented Use,PatentUse,root,1,Hit adjacent allies with a Potion item. Two turn charge.,-,-,-,-,[2;7;3],pool,,0,
peace,Peace,Peace,-,defend,2,Deals 135-185 SkillType.Physical damage. Cannot be countered. Reload after 6 uses.,50% increased hit chance,-,-,-,[1.5;2],pool,Firearm,1,damage×1
penance,Penance,Penance,-,defend,3,Heals all allies for 0.1x Focus for each Sin. Removes all Sin.,Dispel 1 SkillType.Debuff from self for each Sin,Gain 1 Resist for each Sin,-,-,[0.15;1.0;1.5;1.9;2.0;20.0],pool,base_skill,1,heal×1
personalshield,PersonalShield,Personal Shield,-,defend,4,Bonus Action. 70% of taken damage is converted to SkillType.MP damage. Toggleable.,Doubles MP regeneration per turn,50% of SkillType.Healing received is converted to MP healing until MP is full,Bonus Action. Deactivate Personal Shield buff.,-,[0.5;2;5],pool,BreakSkill,2,damage×1;status×1
pestilence,Pestilence,Pestilence,Pestilence,root,3,Deals 0.35x Focus SkillType.Poison and SkillType.Dark damage over time. Uses all Bat's Fur and Toad Cap.,Lasts 1 extra turn for each Bat's Fur,Decreases target attributes by 5% for each Toad Cap,-,-,[0.5;1.0;1.5;3;2;4],json,,2,damage×1;status×1
phantomcut,PhantomCut,Phantom Cut,-,root,3,"Deals 0.45x Power SkillType.Physical damage until out of MP, up to 25 times. Requires and expends Mirror Image.",Deals 0.45x Power SkillType.Physical damage until out of MP. Requires Mirror Image.,Each hit has 20% chance to be free,-,-,[0.1;0.25;0.3;0.4;0.5;0.65;0.75;1.0;1.25;50.0],pool,,2,damage×2
piegun,Piegun,Pie Gun,-,root,3,Deals 400-500 SkillType.Stun damage to random enemies 4 times. One use. Four turn charge. Cannot miss.,Deals 400-500 SkillType.Stun damage to random enemies 4 times.,100% faster charge rate,-,-,[0.2;0.25;1.0;2.0;2;3],pool,,4,damage×2;status×2
piercing,Piercing,Piercing,-,root,1,Next SkillType.Spell this turn gains 50% more piercing.,-,-,-,-,[0.35;0.5;0.7;1.0;1.4;8.0],pool,,0,
piercinglaser,PiercingLaser,Piercing Laser,-,enemy,0,-,-,-,-,-,-,name-only,,0,
piercingpunch,PiercingPunch,Piercing Punch,-,enemy,0,-,-,-,-,-,[0.05;0.07;0.2;0.25;0.3;0.5;0.6;0.7;0.95;1.0;1.2;1.6;1.85;30.0;2;7],name-only,base_skill,0,
pincushion,Pincushion,Pincushion,-,root,3,Deals 0.45x Tech SkillType.Physical damage to target enemy 6 times. Requires Eagle Eye. Increased turn delay.,Deals 0.45x Tech SkillType.Physical damage to target enemy 6 times. Requires Eagle Eye.,Each hit deals 10% more damage,-,-,-,pool,,3,damage×3
pirouette,Pirouette,Pirouette,-,root,0,-,-,-,-,-,[0.25;0.4],name-only,,0,
pistol,Pistol,Service Pistol,-,fight,4,Deals 135-170 SkillType.Physical damage to target. Reload after 9 uses.,Deals 135-170 SkillType.Physical damage. Reload after 9 uses.,Damage always critical when 3 or fewer shots remain,Deals 50% increased damage to critical HP enemies,-,[1.5;2;3],pool,Firearm,4,damage×4
pixiedust,PixieDust,Pixie Dust,Pixie Dst,fight,3,Bonus Action. Heals adjacent allies for 0.5x Focus HP.,Also restores 0.15x Focus MP,Dispels a random SkillType.Debuff and removes SkillType.Sleep and SkillType.Stun damage,-,-,-,pool,HealSkill,4,status×2;heal×1;damage×1
plagueburst,PlagueBurst,Plague Burst,-,enemy,1,"Deals 1x Power SkillType.Physical and 1x Focus SkillType.Poison damage to enemies, spreading Plague to each target hit.",-,-,-,-,[0.125;0.35;0.475;0.625;1.375;1.525],pool,base_skill,2,damage×1;status×1
plaguepunch,PlaguePunch,Plague Punch,-,enemy,1,"Deals 0.5x Power SkillType.Physical damage and 0.5x Focus SkillType.Poison damage, and applies 2 stacks of Plague. Swaps to front row.",-,-,-,-,[0.5;2;7],pool,base_skill,3,damage×2;status×1
plunder,Plunder,Plunder,-,root,4,Deals 3x Power SkillType.Physical damage and steals turn progress. Uses all Adaptable stacks.,Deals 3x Power SkillType.Physical damage and steals turn progress.,Steals all dispellable SkillType.Buff if possible,Heals for 50% of damage dealt,-,[0.25;0.33;0.41;0.49;0.5;3;2;5],pool,,4,damage×3;heal×1
pneumatics,Pneumatics,Pneumatics,-,defend,1,Adds Speed equal to 50% of current MP while in Steam Mech.,-,-,-,-,[0.5;1.25],pool,base_skill,0,
poisonclaws,PoisonClaws,Poison Claws,-,enemy,1,"Deals 0.75x Power SkillType.Poison damage, and damage over time. Hits 2 times.",-,-,-,-,[0.1;0.4;0.5;0.9;1.0;1.5],pool,base_skill,2,damage×1;status×1
poisonsting,PoisonSting,Poison Sting,Poison Sting,enemy,3,Deals SkillType.Poison damage over time.,Deals SkillType.Poison damage over time.,Deals SkillType.Poison damage over time.,-,-,[0.01;0.15;0.5;0.9;1.0;1.5],json,base_skill,6,damage×3;status×3
polishing,Polishing,Polishing,-,defend,1,Only lose 125 MP per turn while in Steam Mech.,-,-,-,-,[1.25],pool,base_skill,0,
posse,Posse,Posse,-,root,2,Allies attack target enemy Lawbreaker. Charges from Lawbreakers dealing damage.,Gains charge twice as fast,-,-,-,[1.0;35.0;2;7;3],pool,,1,damage×1
possession,Possession,Possession,Possession,root,3,Share 50% of all attributes with target non-undead ally for three turns. Kiara cannot take damage while active. Five turn charge.,Ally deals bonus 35% SkillType.Sonic damage with hits,Grants Free Turn to ally,-,-,[0.15;0.35;1.0;2.0;2],json,,3,damage×2;grant×1
potl,PotL,Pot L,-,defend,1,Temporary. Heals ally for 75% of Max HP.,-,-,-,-,[0.75],pool,,1,heal×1
potm,PotM,Pot M,-,defend,1,Temporary. Heals ally for 50% of Max HP.,-,-,-,-,[0.5],pool,,1,heal×1
pots,PotS,Pot S,-,defend,1,Temporary. Heals ally for 25% of Max HP.,-,-,-,-,[0.25],pool,,1,heal×1
potx,PotX,Pot X,-,defend,1,Temporary. Heals ally for 100% of Max HP.,-,-,-,-,-,pool,,1,heal×1
pounce,Pounce,Pounce,Pounce,root,3,Prevent a non-boss enemy from acting and Rake them for 3 turns. Cannot be targeted while active. Requires Stalk. 3 turn charge.,Dispel a SkillType.Buff on target for each hit while active,Increases damage by 25% while active,-,-,[-0.5;0.25;0.5;0.75;1.0;3;2],json,,1,damage×1
powerballad,PowerBallad,Power Ballad,P. Ballad,root,3,Song. Increases Power and Toughness by 20% of OWNER.NAME's TEC for all allies.,Allies gain 1 Resist after their turn,Decreases damage taken by 15%,-,-,-,json,,1,damage×1
powerchord,PowerChord,Power Chord,PowChord,root,1,Deals 1.2x Tech SkillType.Sonic damage.,-,-,-,-,[0.015;0.1;0.15;0.5;0.65;1.5;16.0;26.0],json,,1,damage×1
powerfist,Powerfist,Powerfist,-,fight,2,Deals 1x Power SkillType.Physical damage. Shift to front row.,Deals 25% more damage in front row.,-,-,-,[0.025;0.05;0.15;0.25;0.6;0.95;1.0;1.25;1.6;1.85;2;7;3],pool,base_skill,2,damage×2
pr3dmissile,PR3DMissile,PR3D-Missile,-,root,3,Deals 450-500 SkillType.Physical damage to an enemy. Charges in 4 turns.,Charges in 3 turns.,Charges in 2 turns.,-,-,[0.25;0.65;2.0;2.25;3.0;4.0;3;2],pool,,1,damage×1
prank,Prank,Prank,-,root,3,Target's next turn is interrupted. Once per enemy.,Decreases target Technique by 20%,Gain 25% turn progress when target is interrupted,-,-,[0.25;0.4;0.8;1.0;1.2;1.25;1.5;25.0;2;3],pool,,1,stat_mod×1
pray,Pray,Pray,-,fight,1,Heals all party members for 0.15x Focus.,-,-,-,-,[0.05;0.2;0.35;0.6;1.0;2;3],pool,HealSkill,1,heal×1
prepare,Prepare,Prepare,-,defend,3,Gain a Free Turn at the end of next turn.,Gain 25% increased Technique until Free Turn,Gain 50% increased Critical Damage until Free Turn,-,-,-,pool,base_skill,1,damage×1
preparefood,PrepareFood,Prepare Food,Prep Food,root,3,Channeled. Spend turn preparing a meal for Serve Meal. Stack up to 10 meals.,Decreases damage taken by 35% while active,Counter with Throw Knife after being hit,-,-,[0.65;1.0;26.0;50.0;2;8;3],json,,1,damage×1
prescribe,Prescribe,Prescribe,Prescribe,defend,3,Access Prescription skills. Limit 1 per ally.,Prescription skills heal target for 10% HP every turn,Adds 50% of healing to Insurance,-,-,[0.1;2;7],json,base_skill,1,heal×1
prevent,Prevent,Prevent,-,tbreak,1,"Removes all dispellable SkillType.Debuff effects from allies, and adds 3 Resist to each ally.",-,-,-,-,[0.25;1.35],pool,BreakSkill,0,
preventenemy,PreventEnemy,Prevent Enemy,-,tbreak,0,-,-,-,-,-,[2],name-only,BreakSkill,0,
protect,Protect,Protect,-,defend,3,Bonus Action. Redirect 35% of damage taken by ally from hits to yourself.,Ally takes 25% decreased damage,Redirects 50% of damage,-,-,[0.5;0.75;2;3],pool,base_skill,3,damage×3
psiwave,PsiWave,Psi Wave,-,enemy,1,Deals 1x Focus SkillType.Dark damage to all enemies.,-,-,-,-,[0.5;1.0;2.0;2.5],pool,base_skill,1,damage×1
pullrope,PullRope,Pull Rope,-,root,2,Deals 100 SkillType.Stun damage and pulls target enemy into front row.,Damage gains 100% piercing,-,-,-,[-12.0;0.15;0.25;12.0],pool,,3,damage×2;status×1
pulsegrenade,PulseGrenade,Pulse Grenade,-,root,1,Deals 150-200 SkillType.Energy and SkillType.Stun damage to target enemies. One use.,-,-,-,-,[3;2],pool,,2,damage×1;status×1
pulsemissile,PulseMissile,Pulse Missile,-,enemy,1,Deals 500-600 piercing SkillType.Energy damage to an enemy. Cannot miss.,-,-,-,-,[0.25;0.65;2.25],pool,base_skill,1,damage×1
pulserifle,PulseRifle,Pulse Rifle,Pulse Rfl,fight,2,Deals 30-50 SkillType.Energy damage 3 times. Reload after 3 uses.,Increased to 4 hits,-,-,-,[2],pool,Firearm,1,damage×1
pulverize,Pulverize,Pulverize,-,enemy,1,Destroys a downed enemy.,-,-,-,-,[0.015;0.025;0.035;0.1;0.15;0.2;0.25;0.5;0.6;0.7;0.8;1.0],pool,base_skill,0,
pummel,Pummel,Pummel,-,root,4,Deals 0.45x Power SkillType.Physical damage to target enemy 3-5 times. Long turn delay.,Deals 0.45x Power SkillType.Physical damage to target enemy 3-5 times.,Consecutive hits deal SkillType.Stun damage,Number of hits increased to 5-10,-,[0.25],pool,,4,damage×3;status×1
pupate,Pupate,Pupate,Pupate,enemy,1,"Decrease incoming damage by 95% until next turn, and then transform into adult form.",-,-,-,-,[0.05;0.25;0.45;0.5;0.95;1.0;2.5;4.0],json,base_skill,1,damage×1
purge,Purge,Purge,-,enemy,1,Deals 1.25x Focus piercing SkillType.Lightning damage to target affected by Isolate.,-,-,-,-,[0.01;0.15;2.0],pool,base_skill,1,damage×1
queensbite,QueensBite,Queen's Bite,Queen's Bite,enemy,1,"Deals SkillType.Poison damage to all enemies, and SkillType.Poison damage over time. Increases SkillType.Poison damage taken.",-,-,-,-,[0.2;0.25;1.5],json,AddedDamageSkill,2,damage×1;status×1
quickshot,QuickShot,Quick Shot,-,fight,1,Deals 0.75x Tech SkillType.Physical damage to target enemy. Short turn delay.,-,-,-,-,[1.5;3;2],pool,base_skill,1,damage×1
radioactivesludge,RadioactiveSludge,Radioactive Sludge,Sludge,map,1,Causes SkillType.Poison damage after every turn.,-,-,-,-,[0.05],json,base_skill,2,damage×1;status×1
railcannon,RailCannon,Rail Cannon,-,fight,1,Deals 2.0x Power piercing SkillType.Physical damage to target. Cannot miss.,-,-,-,-,[0.25;0.35;0.4;0.5;1.4;1.402;2.25;2.75],pool,base_skill,1,damage×1
raisedead,RaiseDead,Raise Dead,-,enemy,1,Revives all Undead allies with full HP.,-,-,-,-,[0.25;0.4;0.5;3],pool,HealSkill,0,
rake,Rake,Rake,-,fight,2,Deals 0.45x Power SkillType.Physical damage. Hits 3 times.,50% increased critical hit chance,-,-,-,[0.2;0.4;0.6;1.4;1.5;2],pool,base_skill,1,damage×1
ravenous,Ravenous,Ravenous,-,enemy,1,"Increases Power, Endurance, and Speed for an ally husk, and grants life steal on SkillType.Melee damage.",-,-,-,-,[0.15;0.25;0.5;0.75;1.0;3.0;5],pool,base_skill,2,damage×1;grant×1
reagents,Reagents,Reagents,-,root,1,Reagents used to cast spells. Gain 1 random reagent per turn.,-,-,-,-,[2;7;3],pool,,0,
reap,Reap,Reap,-,root,2,Deals 1x Focus SkillType.Dark damage to targets.,Up to 100% more damage based on target's missing HP,-,-,-,[0.16;0.25;0.3;0.4;0.5;0.6;1.0;1.2;1.45;2],pool,,2,damage×2
reboot,Reboot,Reboot,-,enemy,1,Remove debuffs and revive one dead AI node.,-,-,-,-,[0.1;0.25;1.0],pool,base_skill,0,
recallbear,RecallBear,Recall Bear,-,defend,0,-,-,-,-,-,-,name-only,,0,
recallfalcon,RecallFalcon,Recall Falcon,-,defend,0,-,-,-,-,-,-,name-only,,0,
recallmenagerie,RecallMenagerie,Recall Menagerie,-,defend,1,"Recall this beast, so it can be summoned again.",-,-,-,-,-,pool,base_skill,0,
recallmonkey,RecallMonkey,Recall Monkey,-,defend,0,-,-,-,-,-,-,name-only,,0,
recklessattack,RecklessAttack,Reckless Attack,Reckless Atk,fight,3,"Deals 1.5x Power SkillType.Physical damage, but increases damage taken by 35%. Damage debuff stacks.",Turn delay reduced by 25%,Always deals critical damage,-,-,[0.35;2;3],json,base_skill,2,damage×2
reclaimmem,ReclaimMem,Reclaim Mem,-,defend,1,Restores 15% of Max MP.,-,-,-,-,[0.15],pool,HealSkill,0,
reflectorshield,ReflectorShield,Reflector Shield,ReflectShld,root,1,Uses MP to reflect SkillType.Ranged damage at enemies. Can be Toggled.,-,-,-,-,[-20.0;0.5;0.6;20.0;2],pool,,1,damage×1
refresh,Refresh,Refresh,-,root,4,Bonus Action. Restores strength of Rune effects. Three turn charge.,Bonus Action. Restores strength of Rune effects.,Restores 1x Focus MP for each Rune,Heals 1x Focus for each Rune,-,[0.01;0.075;0.175;0.25;0.5;0.85;1.0],pool,,1,heal×1
regenerate,Regenerate,Regenerate,Regen,root,3,Restores 33% Max HP on self.,Restores 50% Max MP,Dispels up to 3 SkillType.Debuff,-,-,[0.33;2],pool,,0,
regrowth,Regrowth,Regrowth,Regrowth,root,3,"Heals an ally for 0.75x Focus, then 0.3x Focus per turn for 3 turns.",Increases target Endurance by 35%,Heals up to 50% more based on target's missing HP,-,-,[0.2;0.25;0.35;0.4;0.5;0.8;1.0;1.35;3],json,,3,heal×2;stat_mod×1
rekindle,Rekindle,Rekindle,Rekindle,root,3,SkillType.Attack skills gain SkillType.Fire damage up to 1x current MP. Sets MP to maximum. Three turn charge. Ends if MP reaches zero.,Increases Speed by MP while active,Always hit with SkillType.Attack skills while active,-,-,[-1.0;0.5;0.9;1.0;3;2],json,,1,damage×1
rend,Rend,Rend,Rend,fight,1,Deals SkillType.Physical damage over time to an entire row.,-,-,-,-,[3],json,base_skill,1,damage×1
renewal,Renewal,Renewal,Renewal,root,3,Heals target for 0.5x Focus every turn for 3 turns.,Healing increased by 25% every turn,Transfers to another ally and renews duration on end,-,-,[0.1;0.2;0.25;0.3;0.5;0.6;0.75;0.8;0.9;0.95;1.0;1.5;1.6;2;3;4],json,,1,heal×1
repair,Repair,Repair,-,enemy,1,Heals a mechanical ally for a 3x Focus.,-,-,-,-,-,pool,HealSkill,1,heal×1
repel,Repel,Repel,-,enemy,1,Deals 0.75x Focus SkillType.Lightning damage to the front row and shifts them back.,-,-,-,-,[2;7],pool,base_skill,1,damage×1
reprogram,Reprogram,Reprogram,Reprogram,root,3,One SkillType.Debuff on target ally is converted to a random SkillType.Buff instead.,Convert one additional SkillType.Debuff for each stack of RAM,Target is healed for 0.25x Focus for each SkillType.Debuff converted,-,-,[0.1;0.2;0.8;15.0],json,,0,
rest,Rest,Rest,-,enemy,1,"Restores 30% Max HP and MP, and remove 3 SkillType.Debuff.",-,-,-,-,[0.1;0.3;0.75;1.0;1.5;30.0],pool,HealSkill,0,
restrainingorder,RestrainingOrder,Restraining Order,Restr Order,root,3,Target enemy cannot directly target Rupert for 2 turns.,Decreases target's speed by 35%,50% of direct damage dealt by this enemy is redirected back to them,-,-,[0.5;0.65;2;3;5],json,,2,stat_mod×1;damage×1
retch,Retch,Retch,Retch,enemy,1,"Deals 1.0x Focus SkillType.Poison damage to targets, and 0.5x Focus SkillType.Poison damage over time for 3 turns. Increases target's SkillType.Poison damage taken by 25%.",-,-,-,-,[0.25;2.0],json,,3,damage×2;status×1
rete,Rete,Rete,Rete,root,3,Deals 150-200 SkillType.Stun damage for 3 turns. One use.,35% chance for non-boss target's turn to be interrupted,Target cannot dodge,-,-,[0.2;0.5;35.0;3;2],json,,2,damage×1;status×1
retreat,Retreat,Retreat,-,defend,3,Heals for 20% Max HP. Shift to back row.,Restores 50% of missing MP,Also heals adjacent allies,-,-,[0.2;0.45;0.5;0.75;2],pool,base_skill,2,heal×2
revitalizer,Revitalizer,Revitalizer,-,inventions,1,Heals an ally for 200-300 and 100-150 per turn for 3 turns.,-,-,-,-,[0.2;0.25;0.35;0.4;0.5;0.75],pool,HealSkill,1,heal×1
revivebeam,ReviveBeam,Revive Beam,-,drone,1,Revives a Downed ally with 20% Max HP. One use per battle.,-,-,-,-,[0.2;0.3;0.4;0.5;0.6;0.8;1.0;1.2;1.4;3;2],pool,HealSkill,0,
revolver,Revolver,Revolver,-,fight,3,Deals 145-195 SkillType.Physical damage. Cannot be countered. Reload after 6 uses.,Deals 145-195 SkillType.Physical damage. Reload after 6 uses.,Deals critical damage against Lawbreakers,-,-,[2;3],pool,Firearm,3,damage×3
rewind,Rewind,Rewind,-,tbreak,1,"Restore 50% of target ally's missing HP and MP, reviving them if Downed.",-,-,-,-,[0.5],pool,BreakSkill,0,
riff,Riff,Riff,-,root,1,Deals 1x Tech SkillType.Sonic damage to enemies in an area.,-,-,-,-,[0.12;0.24;0.25;0.5;1.0;1.5;2.0;26.0],pool,,1,damage×1
rip,Rip,Rip,-,fight,0,-,-,-,-,-,-,name-only,,0,
risingflame,RisingFlame,Rising Flame,-,fight,0,-,-,-,-,-,[0.4;0.75;0.95;1.05;1.15;1.25;1.35;2.4;2;3],name-only,base_skill,0,
ritual,Ritual,Ritual,-,enemy,3,Deals 1x Focus SkillType.Dark damage and heals all allies based on damage dealt.,Heals twice as much,Heals three times as much,-,-,[-1.2;0.05;0.07;0.2;0.25;0.3;0.4;0.5;0.6;0.7;1.2;2.0;2.25;3.1416;30.0],pool,base_skill,4,heal×3;damage×1
rocketburst,RocketBurst,Rocket Burst,-,enemy,1,Deals 0.8x Power SkillType.Physical damage 3 times in an area.,-,-,-,-,-,pool,base_skill,1,damage×1
rolldice,RollDice,Roll Dice,-,defend,0,-,-,-,-,-,[0.01;0.15;0.25;0.4;0.5;0.75;1.0;1.125;1.25;2.25;3.0;4.0;2],name-only,base_skill,0,
rotary,Rotary,Rotary,-,defend,1,Boltgun hits enemies in an area while in Steam Mech.,-,-,-,-,[1.25],pool,base_skill,0,
rum,Rum,Rum,Rum,root,3,"Bonus Action. Increases Toughness and Agility by 15%, but hero has a 35% chance to lose control. Stackable 5 times.",Increases dodge chance by 15%,Increases critical hit damage by 15%,-,-,[0.1;0.15;1.0;1.15;2;3],json,,1,damage×1
runeenergy,RuneEnergy,Rune Energy,-,root,2,Deals 1.5x Focus SkillType.Energy damage to enemy when triggered.,Deals SkillType.Energy damage,-,-,-,-,pool,,2,damage×2
runeheal,RuneHeal,Rune Heal,-,root,1,Heals self for 1.5x Focus when triggered.,-,-,-,-,-,pool,,1,heal×1
runeshape,RuneShape,Rune Shape,Runecarving,root,1,Shapes rune that casts spell.,-,-,-,-,[0.1;0.35;0.9;1.0;1.15;3;2],pool,,0,
runesonic,RuneSonic,Rune Sonic,-,root,2,Deals 1.5x Focus SkillType.Sonic damage to enemy when triggered.,Deals SkillType.Sonic damage,-,-,-,-,pool,,2,damage×2
runespell,RuneSpell,Rune Spell,-,root,1,Spell casted by rune.,-,-,-,-,[0.35;0.5;0.75;0.8;2;3],pool,,0,
runestrike,RuneStrike,Rune Strike,RuneStrke,fight,2,Deals 0.8x Power SkillType.Physical damage. Gain 25% of Max MP.,Allies gain half as much MP,-,-,-,[0.5;2;7;3],pool,AddedDamageSkill,2,damage×1;stat_gain×1
runestun,RuneStun,Rune Stun,-,root,2,Deals 1.5x Focus SkillType.Stun damage to enemy when triggered.,Deals SkillType.Stun damage,-,-,-,-,pool,,4,damage×2;status×2
sacrifice,Sacrifice,Sacrifice,-,defend,0,-,-,-,-,-,[0.2;0.25;0.4;0.7;1.2;2;3],name-only,base_skill,0,
safeguard,Safeguard,Safeguard,Safeguard,root,3,Prevents target from being Downed for 3 turns. Channeled.,Ally gains 25% of your attributes,OWNER.NAME gains Holy Shield while channeling,-,-,[0.1;0.2;0.25;0.3;0.5;0.6;0.9;0.95;1.35;1.5;1.6;2;7;3],json,,3,status×2;stat_gain×1
salvation,Salvation,Salvation,Salvation,defend,3,Revive an ally at 35% Max HP next turn. Channeled.,Revives ally with 65% Max HP,Ally gains Free Turn,-,-,[0.1;0.2;0.3;0.35;0.5;0.6;0.65;0.8;0.9;1.25;1.35;1.5;1.7;2.0;30.0;2;3],json,base_skill,0,
sandstorm,Sandstorm,Sandstorm,-,root,1,Deactivate Sandstorm.,-,-,-,-,[0.25;0.35;0.5;0.65;0.8;0.875;1.0;2.0;10.0;2],pool,,0,
sawcleave,SawCleave,Saw Cleave,-,enemy,1,Deals 2x Power SkillType.Physical damage to target. Row takes 1x Power SkillType.Physical damage.,-,-,-,-,[0.5;20.0],pool,base_skill,2,damage×2
scan,Scan,Scan,Scan,tbreak,1,"All enemies' HP, MP, and Attributes become visible in the status menu.",-,-,-,-,[1.0;1.35],json,BreakSkill,0,
screech,Screech,Screech,Screech,fight,3,Deals 1x Focus SkillType.Sonic damage and increases MP cost of target's next skill by 250%. Cannot miss.,35% chance for target's next skill with an MP cost to miss,35% chance for target's next skill with an MP cost to fail,-,-,[0.015;0.15;0.35;0.5;0.65;1.5;26.0;35.0;2;3],json,base_skill,1,damage×1
sealfate,SealFate,Seal Fate,-,enemy,0,-,-,-,-,-,[0.01;0.05;0.1;0.15;0.2;0.25;0.3;0.4;0.5;0.75;0.85;0.95;1.0;1.25;1.4;1.55;2.0;2.25;3],name-only,base_skill,0,
sealfatecounter,SealFateCounter,Seal Fate Counter,-,enemy,0,-,-,-,-,-,[-6.0;1.0;2.0;36.0;50.0],name-only,Firearm,0,
searingheat,SearingHeat,Searing Heat,Searing Heat,map,1,All SkillType.Fire damage is doubled.,-,-,-,-,[0.2],json,base_skill,1,damage×1
selfrepair,SelfRepair,Self-Repair,Self-Rep.,root,3,Restores 50% of HP on self when at critical HP. One use per battle.,Dispels all SkillType.Debuff effects,Reduced turn delay after use,-,-,[0.2;0.4;0.5;0.6;1.0;3;2],pool,,0,
servemeal,ServeMeal,Serve Meal,Serve,root,3,Bonus Action. Heal target for 50% of missing HP.,Also restores 50% of missing MP,Dispel all SkillType.Debuff on target,-,-,[0.5;3;2],pool,,1,heal×1
setdice,SetDice,Set Dice,-,root,2,Set outcome of next use of Roll Dice.,25% decreased turn delay,-,-,-,[2;7],pool,,0,
setdice10,SetDice10,Set Dice10,-,root,1,Deals 3x Technique SkillType.Dark damage to a random enemy.,-,-,-,-,-,pool,,1,damage×1
setdice11,SetDice11,Set Dice11,-,root,1,Casts Void Blast on all enemies.,-,-,-,-,-,pool,,0,
setdice12,SetDice12,Set Dice12,-,root,1,Casts Meteor Strike on all enemies.,-,-,-,-,-,pool,,0,
setdice3,SetDice3,Set Dice3,-,root,1,"Heals all allies for 50% max HP, or revive them at 25% if downed.",-,-,-,-,-,pool,,1,heal×1
setdice4,SetDice4,Set Dice4,-,root,1,Restore 100% of a random ally's HP and MP and grant them a Free Turn.,-,-,-,-,-,pool,,1,grant×1
setdice5,SetDice5,Set Dice5,-,root,1,Restore 50% of lowest HP pct ally's HP and MP.,-,-,-,-,-,pool,,0,
setdice6,SetDice6,Set Dice6,-,root,1,Heal self for 50% HP and MP.,-,-,-,-,-,pool,,1,heal×1
setdice7,SetDice7,Set Dice7,-,root,1,Deals 1.25x Technique SkillType.Dark damage to a random enemy.,-,-,-,-,-,pool,,1,damage×1
setdice8,SetDice8,Set Dice8,-,root,1,Casts Lv 3 Curse on 2 random enemies.,-,-,-,-,-,pool,,1,status×1
setdice9,SetDice9,Set Dice9,-,root,1,Uses Lv 3 Break Bones on 2 random enemies.,-,-,-,-,-,pool,,0,
setdicesubskill,SetDiceSubskill,Set Dice Subskill,-,root,0,-,-,-,-,-,[2;3;4],name-only,,0,
seversoul,SeverSoul,Sever Soul,Sever Soul,root,3,Deals 1.35x Power SkillType.MP damage to target. Always hits.,Decreases target Discipline by 35% for three turns,"Target dies instantly if downed, instead of bleeding out. Lasts three turns.",-,-,[0.01;0.15;0.65;3],json,,2,damage×1;stat_mod×1
shadowdriver,ShadowDriver,Shadow Driver,Shadow Drv,enemy,1,Deals 1.5x Power SkillType.Physical damage and returns damage taken while channeling as SkillType.Dark damage.,-,-,-,-,[0.025;0.05;0.07;0.15;0.2;0.25;0.3;0.4;0.5;0.6;0.7;0.8;1.0;1.25;30.0;3],pool,base_skill,2,damage×1;status×1
shakeoff,ShakeOff,Shake Off,ShakeOff,root,3,Bonus Action. Dispels three SkillType.Debuff effects on you.,Gain 15% increased attributes for each SkillType.Debuff removed,Heals for 15% of missing HP for each SkillType.Debuff removed,-,-,[0.15;0.3;0.5;1.0;1.05;1.1;1.15;3],json,,1,heal×1
shaperune,ShapeRune,Shape Rune,-,root,3,"Bonus Action. Create a Rune, ready to Imbue with an effect.",Imbued effect power increased by 10% for each Rune applied to ally,Damage dealt by ally with Rune gains 35% piercing,-,-,[2;7],pool,,1,damage×1
sharpen,Sharpen,Sharpen,-,defend,1,Boltgun gains 50% piercing while in Steam Mech.,-,-,-,-,[0.5;1.0;1.25],pool,base_skill,0,
shatter,Shatter,Shatter,-,root,3,Dispels 1 SkillType.Buff effect and deals 0.75x Focus SkillType.Energy damage for each removed.,Dispels up to 2 SkillType.Buff effects,Dispels up to 3 SkillType.Buff effects,-,-,[0.3;0.35;0.45;0.5;0.75;3],pool,,1,damage×1
shatterreality,ShatterReality,Shatter Reality,-,enemy,1,Kills one ally and downs his mirrored counterpart.,-,-,-,-,[0.25;0.5;0.75],pool,base_skill,0,
shield,Shield,Shield,-,drone,1,The next damage taken is nullified.,-,-,-,-,[0.1;0.2;0.25;0.4;0.5;0.6;1.2;2.0],pool,base_skill,1,damage×1
shieldbash,ShieldBash,Shield Bash,-,root,2,Deals 1x Power SkillType.Physical and SkillType.Stun damage to an enemy.,25% further increased damage,-,-,-,[0.01;0.15;0.2;0.25;0.4;0.6;0.85;0.95;1.0;1.4;1.65;40.0],pool,,3,damage×2;status×1
shieldrune,ShieldRune,Shield Rune,-,root,1,Triggers after being hit. Hits adjacent allies or enemies for 1.5x Imbued effect.,-,-,-,-,[3],pool,,0,
shift,Shift,Shift,-,root,0,-,-,-,-,-,[0.05;0.25;0.3],name-only,,0,
shinymagic,ShinyMagic,Shiny Magic,-,fight,1,Access Shiny Magic skills.,-,-,-,-,[2;7],pool,base_skill,0,
shock,Shock,Shock,-,root,2,Deals 1.5x Focus SkillType.Lightning damage to target enemy.,Deals critical damage with Booming Glyph,-,-,-,[3;2],pool,,2,damage×2
