skill_id,codename,name,short_name,category,n_levels,level_1,level_2,level_3,level_4,level_5,param,text_source
quickshot,QuickShot,Quick Shot,-,fight,1,Deals 0.75x Tech SkillType.Physical damage to target enemy. Short turn delay.,-,-,-,-,[1.5;3;2],pool
radioactivesludge,RadioactiveSludge,Radioactive Sludge,Sludge,map,1,Causes SkillType.Poison damage after every turn.,-,-,-,-,[0.05],json
railcannon,RailCannon,Rail Cannon,-,fight,1,Deals 2.0x Power piercing SkillType.Physical damage to target. Cannot miss.,-,-,-,-,[0.25;0.35;0.4;0.5;1.4;1.402;2.25;2.75],pool
raisedead,RaiseDead,Raise Dead,-,enemy,1,Revives all Undead allies with full HP.,-,-,-,-,[0.25;0.4;0.5;3],pool
rake,Rake,Rake,-,fight,2,Deals 0.45x Power SkillType.Physical damage. Hits 3 times.,50% increased critical hit chance,-,-,-,[0.2;0.4;0.6;1.4;1.5;2],pool
ravenous,Ravenous,Ravenous,-,enemy,1,"Increases Power, Endurance, and Speed for an ally husk, and grants life steal on SkillType.Melee damage.",-,-,-,-,[0.15;0.25;0.5;0.75;1.0;3.0;5],pool
reagents,Reagents,Reagents,-,root,1,Reagents used to cast spells. Gain 1 random reagent per turn.,-,-,-,-,[2;7;3],pool
reap,Reap,Reap,-,root,2,Deals 1x Focus SkillType.Dark damage to targets.,Up to 100% more damage based on target's missing HP,-,-,-,[0.16;0.25;0.3;0.4;0.5;0.6;1.0;1.2;1.45;2],pool
reboot,Reboot,Reboot,-,enemy,1,Remove debuffs and revive one dead AI node.,-,-,-,-,[0.1;0.25;1.0],pool
recallbear,RecallBear,Recall Bear,-,defend,0,-,-,-,-,-,-,name-only
recallfalcon,RecallFalcon,Recall Falcon,-,defend,0,-,-,-,-,-,-,name-only
recallmenagerie,RecallMenagerie,Recall Menagerie,-,defend,1,"Recall this beast, so it can be summoned again.",-,-,-,-,-,pool
recallmonkey,RecallMonkey,Recall Monkey,-,defend,0,-,-,-,-,-,-,name-only
recklessattack,RecklessAttack,Reckless Attack,Reckless Atk,fight,3,"Deals 1.5x Power SkillType.Physical damage, but increases damage taken by 35%. Damage debuff stacks.",Turn delay reduced by 25%,Always deals critical damage,-,-,[0.35;2;3],json
reclaimmem,ReclaimMem,Reclaim Mem,-,defend,1,Restores 15% of Max MP.,-,-,-,-,[0.15],pool
reflectorshield,ReflectorShield,Reflector Shield,ReflectShld,root,1,Uses MP to reflect SkillType.Ranged damage at enemies. Can be Toggled.,-,-,-,-,[-20.0;0.5;0.6;20.0;2],pool
refresh,Refresh,Refresh,-,root,4,Bonus Action. Restores strength of Rune effects. Three turn charge.,Bonus Action. Restores strength of Rune effects.,Restores 1x Focus MP for each Rune,Heals 1x Focus for each Rune,-,[0.01;0.075;0.175;0.25;0.5;0.85;1.0],pool
regenerate,Regenerate,Regenerate,Regen,root,3,Restores 33% Max HP on self.,Restores 50% Max MP,Dispels up to 3 SkillType.Debuff,-,-,[0.33;2],pool
regrowth,Regrowth,Regrowth,Regrowth,root,3,"Heals an ally for 0.75x Focus, then 0.3x Focus per turn for 3 turns.",Increases target Endurance by 35%,Heals up to 50% more based on target's missing HP,-,-,[0.2;0.25;0.35;0.4;0.5;0.8;1.0;1.35;3],json
rekindle,Rekindle,Rekindle,Rekindle,root,3,SkillType.Attack skills gain SkillType.Fire damage up to 1x current MP. Sets MP to maximum. Three turn charge. Ends if MP reaches zero.,Increases Speed by MP while active,Always hit with SkillType.Attack skills while active,-,-,[-1.0;0.5;0.9;1.0;3;2],json
rend,Rend,Rend,Rend,fight,1,Deals SkillType.Physical damage over time to an entire row.,-,-,-,-,[3],json
renewal,Renewal,Renewal,Renewal,root,3,Heals target for 0.5x Focus every turn for 3 turns.,Healing increased by 25% every turn,Transfers to another ally and renews duration on end,-,-,[0.1;0.2;0.25;0.3;0.5;0.6;0.75;0.8;0.9;0.95;1.0;1.5;1.6;2;3;4],json
repair,Repair,Repair,-,enemy,1,Heals a mechanical ally for a 3x Focus.,-,-,-,-,-,pool
repel,Repel,Repel,-,enemy,1,Deals 0.75x Focus SkillType.Lightning damage to the front row and shifts them back.,-,-,-,-,[2;7],pool
reprogram,Reprogram,Reprogram,Reprogram,root,3,One SkillType.Debuff on target ally is converted to a random SkillType.Buff instead.,Convert one additional SkillType.Debuff for each stack of RAM,Target is healed for 0.25x Focus for each SkillType.Debuff converted,-,-,[0.1;0.2;0.8;15.0],json
rest,Rest,Rest,-,enemy,1,"Restores 30% Max HP and MP, and remove 3 SkillType.Debuff.",-,-,-,-,[0.1;0.3;0.75;1.0;1.5;30.0],pool
restrainingorder,RestrainingOrder,Restraining Order,Restr Order,root,3,Target enemy cannot directly target Rupert for 2 turns.,Decreases target's speed by 35%,50% of direct damage dealt by this enemy is redirected back to them,-,-,[0.5;0.65;2;3;5],json
retch,Retch,Retch,Retch,enemy,1,"Deals 1.0x Focus SkillType.Poison damage to targets, and 0.5x Focus SkillType.Poison damage over time for 3 turns. Increases target's SkillType.Poison damage taken by 25%.",-,-,-,-,[0.25;2.0],json
rete,Rete,Rete,Rete,root,3,Deals 150-200 SkillType.Stun damage for 3 turns. One use.,35% chance for non-boss target's turn to be interrupted,Target cannot dodge,-,-,[0.2;0.5;35.0;3;2],json
retreat,Retreat,Retreat,-,defend,3,Heals for 20% Max HP. Shift to back row.,Restores 50% of missing MP,Also heals adjacent allies,-,-,[0.2;0.45;0.5;0.75;2],pool
revitalizer,Revitalizer,Revitalizer,-,inventions,1,Heals an ally for 200-300 and 100-150 per turn for 3 turns.,-,-,-,-,[0.2;0.25;0.35;0.4;0.5;0.75],pool
revivebeam,ReviveBeam,Revive Beam,-,drone,1,Revives a Downed ally with 20% Max HP. One use per battle.,-,-,-,-,[0.2;0.3;0.4;0.5;0.6;0.8;1.0;1.2;1.4;3;2],pool
revolver,Revolver,Revolver,-,fight,3,Deals 145-195 SkillType.Physical damage. Cannot be countered. Reload after 6 uses.,Deals 145-195 SkillType.Physical damage. Reload after 6 uses.,Deals critical damage against Lawbreakers,-,-,[2;3],pool
rewind,Rewind,Rewind,-,tbreak,1,"Restore 50% of target ally's missing HP and MP, reviving them if Downed.",-,-,-,-,[0.5],pool
riff,Riff,Riff,-,root,1,Deals 1x Tech SkillType.Sonic damage to enemies in an area.,-,-,-,-,[0.12;0.24;0.25;0.5;1.0;1.5;2.0;26.0],pool
rip,Rip,Rip,-,fight,0,-,-,-,-,-,-,name-only
risingflame,RisingFlame,Rising Flame,-,fight,0,-,-,-,-,-,[0.4;0.75;0.95;1.05;1.15;1.25;1.35;2.4;2;3],name-only
ritual,Ritual,Ritual,-,enemy,3,Deals 1x Focus SkillType.Dark damage and heals all allies based on damage dealt.,Heals twice as much,Heals three times as much,-,-,[-1.2;0.05;0.07;0.2;0.25;0.3;0.4;0.5;0.6;0.7;1.2;2.0;2.25;3.1416;30.0],pool
rocketburst,RocketBurst,Rocket Burst,-,enemy,1,Deals 0.8x Power SkillType.Physical damage 3 times in an area.,-,-,-,-,-,pool
rolldice,RollDice,Roll Dice,-,defend,0,-,-,-,-,-,[0.01;0.15;0.25;0.4;0.5;0.75;1.0;1.125;1.25;2.25;3.0;4.0;2],name-only
rotary,Rotary,Rotary,-,defend,1,Boltgun hits enemies in an area while in Steam Mech.,-,-,-,-,[1.25],pool
rum,Rum,Rum,Rum,root,3,"Bonus Action. Increases Toughness and Agility by 15%, but hero has a 35% chance to lose control. Stackable 5 times.",Increases dodge chance by 15%,Increases critical hit damage by 15%,-,-,[0.1;0.15;1.0;1.15;2;3],json
runeenergy,RuneEnergy,Rune Energy,-,root,2,Deals 1.5x Focus SkillType.Energy damage to enemy when triggered.,Deals SkillType.Energy damage,-,-,-,-,pool
runeheal,RuneHeal,Rune Heal,-,root,1,Heals self for 1.5x Focus when triggered.,-,-,-,-,-,pool
runeshape,RuneShape,Rune Shape,Runecarving,root,1,Shapes rune that casts spell.,-,-,-,-,[0.1;0.35;0.9;1.0;1.15;3;2],pool
runesonic,RuneSonic,Rune Sonic,-,root,2,Deals 1.5x Focus SkillType.Sonic damage to enemy when triggered.,Deals SkillType.Sonic damage,-,-,-,-,pool
runespell,RuneSpell,Rune Spell,-,root,1,Spell casted by rune.,-,-,-,-,[0.35;0.5;0.75;0.8;2;3],pool
runestrike,RuneStrike,Rune Strike,RuneStrke,fight,2,Deals 0.8x Power SkillType.Physical damage. Gain 25% of Max MP.,Allies gain half as much MP,-,-,-,[0.5;2;7;3],pool
runestun,RuneStun,Rune Stun,-,root,2,Deals 1.5x Focus SkillType.Stun damage to enemy when triggered.,Deals SkillType.Stun damage,-,-,-,-,pool
sacrifice,Sacrifice,Sacrifice,-,defend,0,-,-,-,-,-,[0.2;0.25;0.4;0.7;1.2;2;3],name-only
safeguard,Safeguard,Safeguard,Safeguard,root,3,Prevents target from being Downed for 3 turns. Channeled.,Ally gains 25% of your attributes,OWNER.NAME gains Holy Shield while channeling,-,-,[0.1;0.2;0.25;0.3;0.5;0.6;0.9;0.95;1.35;1.5;1.6;2;7;3],json
salvation,Salvation,Salvation,Salvation,defend,3,Revive an ally at 35% Max HP next turn. Channeled.,Revives ally with 65% Max HP,Ally gains Free Turn,-,-,[0.1;0.2;0.3;0.35;0.5;0.6;0.65;0.8;0.9;1.25;1.35;1.5;1.7;2.0;30.0;2;3],json
sandstorm,Sandstorm,Sandstorm,-,root,1,Deactivate Sandstorm.,-,-,-,-,[0.25;0.35;0.5;0.65;0.8;0.875;1.0;2.0;10.0;2],pool
sawcleave,SawCleave,Saw Cleave,-,enemy,1,Deals 2x Power SkillType.Physical damage to target. Row takes 1x Power SkillType.Physical damage.,-,-,-,-,[0.5;20.0],pool
scan,Scan,Scan,Scan,tbreak,1,"All enemies' HP, MP, and Attributes become visible in the status menu.",-,-,-,-,[1.0;1.35],json
screech,Screech,Screech,Screech,fight,3,Deals 1x Focus SkillType.Sonic damage and increases MP cost of target's next skill by 250%. Cannot miss.,35% chance for target's next skill with an MP cost to miss,35% chance for target's next skill with an MP cost to fail,-,-,[0.015;0.15;0.35;0.5;0.65;1.5;26.0;35.0;2;3],json
sealfate,SealFate,Seal Fate,-,enemy,0,-,-,-,-,-,[0.01;0.05;0.1;0.15;0.2;0.25;0.3;0.4;0.5;0.75;0.85;0.95;1.0;1.25;1.4;1.55;2.0;2.25;3],name-only
sealfatecounter,SealFateCounter,Seal Fate Counter,-,enemy,0,-,-,-,-,-,[-6.0;1.0;2.0;36.0;50.0],name-only
searingheat,SearingHeat,Searing Heat,Searing Heat,map,1,All SkillType.Fire damage is doubled.,-,-,-,-,[0.2],json
selfrepair,SelfRepair,Self-Repair,Self-Rep.,root,3,Restores 50% of HP on self when at critical HP. One use per battle.,Dispels all SkillType.Debuff effects,Reduced turn delay after use,-,-,[0.2;0.4;0.5;0.6;1.0;3;2],pool
servemeal,ServeMeal,Serve Meal,Serve,root,3,Bonus Action. Heal target for 50% of missing HP.,Also restores 50% of missing MP,Dispel all SkillType.Debuff on target,-,-,[0.5;3;2],pool
setdice,SetDice,Set Dice,-,root,2,Set outcome of next use of Roll Dice.,25% decreased turn delay,-,-,-,[2;7],pool
setdice10,SetDice10,Set Dice10,-,root,1,Deals 3x Technique SkillType.Dark damage to a random enemy.,-,-,-,-,-,pool
setdice11,SetDice11,Set Dice11,-,root,1,Casts Void Blast on all enemies.,-,-,-,-,-,pool
setdice12,SetDice12,Set Dice12,-,root,1,Casts Meteor Strike on all enemies.,-,-,-,-,-,pool
setdice3,SetDice3,Set Dice3,-,root,1,"Heals all allies for 50% max HP, or revive them at 25% if downed.",-,-,-,-,-,pool
setdice4,SetDice4,Set Dice4,-,root,1,Restore 100% of a random ally's HP and MP and grant them a Free Turn.,-,-,-,-,-,pool
setdice5,SetDice5,Set Dice5,-,root,1,Restore 50% of lowest HP pct ally's HP and MP.,-,-,-,-,-,pool
setdice6,SetDice6,Set Dice6,-,root,1,Heal self for 50% HP and MP.,-,-,-,-,-,pool
setdice7,SetDice7,Set Dice7,-,root,1,Deals 1.25x Technique SkillType.Dark damage to a random enemy.,-,-,-,-,-,pool
setdice8,SetDice8,Set Dice8,-,root,1,Casts Lv 3 Curse on 2 random enemies.,-,-,-,-,-,pool
setdice9,SetDice9,Set Dice9,-,root,1,Uses Lv 3 Break Bones on 2 random enemies.,-,-,-,-,-,pool
setdicesubskill,SetDiceSubskill,Set Dice Subskill,-,root,0,-,-,-,-,-,[2;3;4],name-only
seversoul,SeverSoul,Sever Soul,Sever Soul,root,3,Deals 1.35x Power SkillType.MP damage to target. Always hits.,Decreases target Discipline by 35% for three turns,"Target dies instantly if downed, instead of bleeding out. Lasts three turns.",-,-,[0.01;0.15;0.65;3],json
shadowdriver,ShadowDriver,Shadow Driver,Shadow Drv,enemy,1,Deals 1.5x Power SkillType.Physical damage and returns damage taken while channeling as SkillType.Dark damage.,-,-,-,-,[0.025;0.05;0.07;0.15;0.2;0.25;0.3;0.4;0.5;0.6;0.7;0.8;1.0;1.25;30.0;3],pool
shakeoff,ShakeOff,Shake Off,ShakeOff,root,3,Bonus Action. Dispels three SkillType.Debuff effects on you.,Gain 15% increased attributes for each SkillType.Debuff removed,Heals for 15% of missing HP for each SkillType.Debuff removed,-,-,[0.15;0.3;0.5;1.0;1.05;1.1;1.15;3],json
shaperune,ShapeRune,Shape Rune,-,root,3,"Bonus Action. Create a Rune, ready to Imbue with an effect.",Imbued effect power increased by 10% for each Rune applied to ally,Damage dealt by ally with Rune gains 35% piercing,-,-,[2;7],pool
sharpen,Sharpen,Sharpen,-,defend,1,Boltgun gains 50% piercing while in Steam Mech.,-,-,-,-,[0.5;1.0;1.25],pool
shatter,Shatter,Shatter,-,root,3,Dispels 1 SkillType.Buff effect and deals 0.75x Focus SkillType.Energy damage for each removed.,Dispels up to 2 SkillType.Buff effects,Dispels up to 3 SkillType.Buff effects,-,-,[0.3;0.35;0.45;0.5;0.75;3],pool
shatterreality,ShatterReality,Shatter Reality,-,enemy,1,Kills one ally and downs his mirrored counterpart.,-,-,-,-,[0.25;0.5;0.75],pool
shield,Shield,Shield,-,drone,1,The next damage taken is nullified.,-,-,-,-,[0.1;0.2;0.25;0.4;0.5;0.6;1.2;2.0],pool
shieldbash,ShieldBash,Shield Bash,-,root,2,Deals 1x Power SkillType.Physical and SkillType.Stun damage to an enemy.,25% further increased damage,-,-,-,[0.01;0.15;0.2;0.25;0.4;0.6;0.85;0.95;1.0;1.4;1.65;40.0],pool
shieldrune,ShieldRune,Shield Rune,-,root,1,Triggers after being hit. Hits adjacent allies or enemies for 1.5x Imbued effect.,-,-,-,-,[3],pool
shift,Shift,Shift,-,root,0,-,-,-,-,-,[0.05;0.25;0.3],name-only
shinymagic,ShinyMagic,Shiny Magic,-,fight,1,Access Shiny Magic skills.,-,-,-,-,[2;7],pool
shock,Shock,Shock,-,root,2,Deals 1.5x Focus SkillType.Lightning damage to target enemy.,Deals critical damage with Booming Glyph,-,-,-,[3;2],pool
shoot,Shoot,Shoot,-,fight,0,-,-,-,-,-,-,name-only
shotgunblast,ShotgunBlast,Shotgun Blast,Shotgun,root,3,Deals 1.25x Power SkillType.Physical damage to enemies in the front row. Two uses.,Also deals SkillType.Stun damage,Deals 50% increased damage,-,-,[0.025;0.15;2],json
showoff,ShowOff,Show Off,-,enemy,1,"Deal 2000 total SkillType.Physical damage, 2000 total SkillType.Dark damage, and 2000 total SkillType.Energy damage with Dave's Bound Imps in winning battles.",-,-,-,-,[0.1;0.25;0.3;0.7;0.75;0.95;1.0],json
shuriken,Shuriken,Shuriken,-,fight,1,Deals 0.45x Power SkillType.Physical damage up to 3x to enemies.,-,-,-,-,[0.3],pool
sicem,SicEm,Sic 'em,-,root,3,Directs Cana to target an enemy and grants Cana a Free Turn.,Increases Cana's damage by 35% against target,Cana's damage gains 100% piercing,-,-,[0.35;3;2;5],pool
silvernet,SilverNet,Silver Net,Slv Net,root,3,Deals 100-150 SkillType.Stun damage for 3 turns. Undead and Beasts also take 100-150 SkillType.Holy damage. One use.,35% chance for non-boss target's turn to be interrupted,Target cannot dodge,-,-,[0.2;0.5;35.0;3;2],json
simmeringrage,SimmeringRage,Simmering Rage,Smrg Rage,enemy,1,Each stack increases Focus by 10. Attackers take SkillType.Fire damage when active.,-,-,-,-,[-1.2;0.05;0.07;0.2;0.25;0.3;0.5;0.6;0.7;1.2;2.0;2.5;3.1416;20.0;30.0],json
siphonpunch,SiphonPunch,Siphon Punch,Siphon,enemy,1,"Deals 1x Power SkillType.Physical and SkillType.MP damage, restoring HP and adding to MP based on damage dealt.",-,-,-,-,[0.2;0.25;0.4;0.5;0.6;0.8;1.0;1.25;2;3;4],json
slash,Slash,Slash,Slash,fight,3,Deals 1x Power SkillType.Physical damage to an enemy.,Apply 25% of damage dealt as SkillType.Physical damage over time for 3 turns,50% increased critical hit chance,-,-,[0.25;1.5;3;2;4;5],json
sleepbomb,SleepBomb,Sleep Bomb,-,root,2,Deals 275-325 SkillType.Sleep damage to all enemies. One use.,Damage increased to 400-500,-,-,-,[-15.0;15.0;20.0;2;3],pool
sleepbombexplosion,SleepBombExplosion,Sleep Bomb Explosion,-,root,0,-,-,-,-,-,-,name-only
sleepinggiant,SleepingGiant,Sleeping Giant,Sleeping Giant,enemy,1,"Greatly increases Endurance, and restores some HP.",-,-,-,-,[0.5],json
sleetstorm,SleetStorm,Sleet Storm,-,root,0,-,-,-,-,-,[0.25;0.8;2.0;2.25;10.0],name-only
sliceanddice,SliceAndDice,Slice and Dice,SliceDice,enemy,1,Deals 1.0x Power SkillType.Physical damage to random enemies until out of MP.,-,-,-,-,[0.25;0.4;0.5;0.75],pool
slimebomb,SlimeBomb,Slime Bomb,Slime Bomb,enemy,3,"Deals SkillType.Physical and SkillType.Stun damage to enemies in an area, and decreases their speed.","Deals SkillType.Physical and SkillType.Stun damage to enemies in an area, and decreases their speed.","Deals SkillType.Physical and SkillType.Stun damage to enemies in an area, and decreases their speed.",-,-,[0.75;0.8;1.0],json
sloth,Sloth,Sloth,-,root,0,-,-,-,-,-,[-20.0;0.1;0.5;0.75;1.0;1.5;20.0;25.0;2],name-only
smartpistol,SmartPistol,Smart Pistol,Smart Pstl,fight,3,Deals 25-40 SkillType.Physical damage 3 times. Damage cannot miss this target until after Claire's next turn. Reload after 3 uses.,Lasts through 2 turns,Follow-up SkillType.Ranged damage is always a critical hit,-,-,[1.0;3;2;4],json
smash,Smash,Smash,Smash,root,3,Deals 1.35x Power SkillType.Physical and SkillType.Stun damage to an enemy.,Deals SkillType.Stun damage over time for 3 turns,SkillType.Stun damage always a critical hit,-,-,[0.01;0.15;0.25;0.3;0.5;2;3;4],json
smite,Smite,Smite,-,fight,3,Deals 1x Power SkillType.Physical and 0.5x Focus SkillType.Holy damage.,Holy damage is always critical,Deals up to 50% more damage based on enemy HP,-,-,[0.5;1.0;3;2],pool
smithingtools,SmithingTools,Smithing Tools,Smith Tools,root,1,Access Smithing Tool skills.,-,-,-,-,[2;7],pool
smog,Smog,Smog,Smog,enemy,1,Deals SkillType.Poison damage over time to all enemies and lowers their Technique.,-,-,-,-,[0.2;0.5;1.0;1.5;2.0;3.0;3;2;4],json
smokebomb,SmokeBomb,Smoke Bomb,S.Bomb,root,3,Attacks against allies have a 35% chance to miss for two turns. One use.,Lasts three turns,Lasts four turns,-,-,[0.3;0.36;0.75],json
smokegrenade,SmokeGrenade,Smoke Grenade,S.Grenade,root,3,Attacks against allies have a 35% chance to miss for two turns. One use.,Lasts three turns,Lasts four turns,-,-,[0.3;0.35;0.36;0.75;35.0;3;2],json
snakeoil,SnakeOil,Snake Oil,-,root,3,"Fully heals target ally! (Disclaimer: this product not intended to diagnose, treat, cure, or prevent any disease.)",Fully heals target ally!,Dispels all debuffs!,-,-,[0.5;0.75;2.0;30.0;2;3],pool
snowdrone,SnowDrone,Snow Drone,-,root,2,Summon a drone that casts Blizzard. Lasts 3 turns.,Drone has 100% increased Speed,-,-,-,[2;3],pool
snowstorm,SnowStorm,Snow Storm,-,enemy,1,Deals 1x Focus SkillType.Ice damage to all enemies and heals ally Icy Thralls.,-,-,-,-,[0.1;0.2;0.25;0.35;0.8;0.85;1.0],pool
solidify,Solidify,Solidify,Solidify,enemy,3,Increases Toughness. Stacks infinitely.,Increases Toughness. Stacks infinitely.,Increases Toughness. Stacks infinitely.,-,-,[0.25;0.4;0.45;0.5;0.95;1.0;2.5;4.0;20.0],json
soulblast,SoulBlast,Soul Blast,-,enemy,1,Deals 1.0x Power SkillType.Physical damage and drains all MP to deal 75% as SkillType.Energy damage.,-,-,-,-,[0.125;0.35;0.475;0.5;0.625;0.75;1.375;1.525],pool
soulbomb,SoulBomb,Soul Bomb,-,enemy,1,Deals 0.8x Focus SkillType.Dark and SkillType.MP damage.,-,-,-,-,[0.25],pool
soulflay,Soulflay,Soulflay,Soulflay,root,3,Deals 1.35x Power SkillType.MP damage to target. Always hits.,Decreases target Discipline by 35% for three turns,"Target dies instantly if downed, instead of bleeding out. Lasts three turns.",-,-,-,json
soullance,SoulLance,Soul Lance,-,fight,1,Deals 1.25x Power SkillType.Dark and SkillType.MP damage to a column.,-,-,-,-,[0.15],pool
soultap,Soultap,Soultap,-,root,2,Converts MP into restored missing HP.,Converts at 35% improved rate,-,-,-,[0.25;0.4;0.5;0.675;0.8;1.0;2;3],pool
sparkbomb,SparkBomb,Spark Bomb,-,enemy,1,Deals SkillType.Lightning damage to all enemies.,-,-,-,-,[0.05;0.07;0.3;0.5;0.6;0.8;1.0],pool
spawnegg,SpawnEgg,Spawn Eggs,Spawns eggs.,enemy,0,-,-,-,-,-,-,name-only
spawntentacle,SpawnTentacle,Spawns tentacles.,SpawnTentacle,enemy,0,-,-,-,-,-,[0.35;0.5;1.0;5.0],name-only
spellbook,Spellbook,Spellbook,-,defend,2,Access Lich Spells.,Sorcery skill MP cost decreased by 25%,-,-,-,[2;7],pool
spellscreen,Spellscreen,Spellscreen,Splscreen,root,3,Blocks up to 1x Focus damage from SkillType.Spell skills.,Restores MP for 1x the damage blocked,Deals SkillType.Energy damage to attackers for 1x damage blocked,-,-,[0.1;0.25;0.5;2.0;2;3;4],json
spiderlingbite,SpiderlingBite,Spiderling Bite,Spider Bite,enemy,1,Deals SkillType.Poison damage over time.,-,-,-,-,[0.01;0.1;0.15;0.33;1.0;1.5;3],json
spiderswarm,SpiderSwarm,Spider Swarm,-,enemy,1,All Spiderlings attack at once. At least 3 Spiderlings must be alive to activate this skill.,-,-,-,-,[3],pool
spikebomb,SpikeBomb,Spike Bomb,-,inventions,1,Deals 150-200 SkillType.Physical damage and 75-100 SkillType.Physical damage over time for 3 turns.,-,-,-,-,[-15.0;0.5;1.0;2.0;15.0;2;3;4],pool
spinattack,SpinAttack,Spin Attack,-,root,0,-,-,-,-,-,[0.25;0.4;0.45;0.6;3;2],name-only
spinningblade,SpinningBlade,Spinning Blade,-,root,0,-,-,-,-,-,-,name-only
spiritshield,SpiritShield,Spirit Shield,-,root,4,Bonus Action. 50% of taken damage is converted to SkillType.MP damage.,50% decreased MP damage taken,Increases MP healing received by 50%,Bonus Action. Deactivate Spirit Shield buff.,-,[0.5;3;5],pool
spiritwalk,SpiritWalk,Spirit Walk,SprtWalk,root,3,All damage taken is converted into SkillType.MP damage for 1 turn.,Restore 25% of missing MP on end,Gain 3 Resist stacks on use,-,-,[0.15;0.25;0.5;1.0;3;2],json
spitpoison,SpitPoison,Spit Poison,-,enemy,0,-,-,-,-,-,[0.01;0.15;1.0;1.5;3],name-only
splash,Splash,Splash,-,fight,3,Deals 1x Focus SkillType.Physical and SkillType.Stun damage.,Decreases target's Technique by 15%,Decreases target's Speed by 15%,-,-,[0.85;2;3],pool
splitarrow,SplitArrow,Split Arrow,Split Arw,root,1,Deals 0.75x Tech SkillType.Physical damage to target enemies.,-,-,-,-,[0.15;0.25;0.5;3],pool
springboots,SpringBoots,Spring Boots,Spring Boots,inventions,3,Become untargetable and deal 300-400 SkillType.Physical damage to a random target next turn. One use.,2 uses,3 uses,-,-,[-20.0;0.25;0.5;0.75;1.0;3],json
springbootsstomp,SpringBoots_Stomp,Spring Boots_Stomp,-,inventions,0,-,-,-,-,-,-,name-only
stabilize,Stabilize,Stabilize,-,tbreak,1,Reduce current Instability level to zero.,-,-,-,-,[0.015;0.15;0.5;0.65;26.0],pool
stakebolt,Stakebolt,Stakebolt,-,root,3,Deals 1.5x Power SkillType.Physical damage. Instantly removes Undead that are downed by Stakebolt.,Deals 1.5x Power SkillType.Physical damage and removes Undead if downed.,Deals 50% increased damage to Undead,-,-,[1.5;2;3],pool
stalk,Stalk,Stalk,Stalk,root,3,Next skill deals 60% increased damage. Cannot be targeted by enemies.,Increases Technique by 25%,Increases critical damage by 120%,-,-,-,json
stampede,Stampede,Stampede,-,root,1,All allied summons attack target enemy for 1x Pow SkillType.Physical damage. 3 turn charge.,-,-,-,-,[2;7],pool
stampedefight,StampedeFight,Stampede Fight,-,root,0,-,-,-,-,-,-,name-only
standby,Standby,Standby,-,defend,2,Gain a Free Turn when an ally is critical.,35% chance to not end on trigger,-,-,-,[0.2;0.4;35.0;3;2],pool
starfury,StarFury,Star Fury,-,root,0,-,-,-,-,-,[-25.0;0.005;0.01;0.025;0.25;0.3;0.5;0.8;25.0;5],name-only
stasis,Stasis,Stasis,Stasis,tbreak,1,"Reduce non-boss target SPD, AGI, and SkillType.Healing received to 0 until your next turn.",-,-,-,-,[0.25;0.5;0.75;1.0;1.1;1.35],json
stasisenemy,StasisEnemy,Stasis Enemy,-,tbreak,0,-,-,-,-,-,-,name-only
stasisnet,StasisNet,Stasis Net,StasisNet,root,3,Deals 150-200 SkillType.Lightning and SkillType.MP damage over time for 3 turns. Three uses. Cannot miss.,Steals MP from target,Target cannot dodge,-,-,[0.05;0.2;0.5;1.0;1.5;3;2],json
steammech,SteamMech,Steam Mech,-,root,3,Bonus Action. Gain Boltgun and Eject skills and lose 200 MP every turn.,Damage taken decreased by 50% while in Steam Mech,All attributes increased by 66% while in Mech,-,-,[0.012;0.15;0.5;0.7;1.0;1.66;3;2;5],pool
steroids,Steroids,Steroids,Steroids,root,1,"Increases Power and Speed by 35%, but 25% chance to lose control.",-,-,-,-,[0.5;0.75;1.0;1.35;2.0;25.0;30.0],json
stimulants,Stimulants,Stimulants,Stimulants,root,1,"Increases Focus and Speed by 35%, but 25% chance to lose control.",-,-,-,-,[0.5;0.75;1.0;1.35;2.0;25.0;30.0],json
sting,Sting,Sting,-,enemy,1,Deals 2x Power SkillType.Physical damage to target.,-,-,-,-,-,pool
stokefire,StokeFire,Stoke Fire,-,root,2,Bonus Action. Restore 150 MP and Increase Max MP by 150 for 3 turns.,Restore 150 MP and Increase Max MP by 150 for 3 turns.,-,-,-,[-1.2;0.05;0.07;0.2;0.25;0.3;0.5;0.6;0.7;1.2;3.1416;30.0;40.0;3;2],pool
stomp,Stomp,Stomp,-,enemy,1,Deals 1x Power SkillType.Physical and SkillType.Stun damage to an entire row.,-,-,-,-,-,pool
stoneskin,Stoneskin,Stone Skin,Stone Skin,root,1,"Toughness, Endurance, and Discipline are increased by +50 and +20%, but healing received is decreased by 75%.",-,-,-,-,[2;3;4],json
strafe,Strafe,Strafe,-,root,2,Bonus Action. Deals 1x Power SkillType.Physical damage to target. Row takes 0.5x Power SkillType.Physical damage.,Bonus Action. Deals 1x Power SkillType.Physical damage to target and half to row.,-,-,-,[-20.0;0.3;0.5;0.6;1.0;20.0],pool
strangemoonlight,StrangeMoonlight,Strange Moonlight,Moonlight,map,1,"Beasts and Undead take 20% reduced damage, deal 20% increased damage, and gain 25% increased speed.",-,-,-,-,[0.2;0.8;1.25],json
